name,domain,verdict,detail,final_url
Redington,redington.co.uk,ok,page names redington,https://www.ajg.com/uk/merger-partners/redington/
Redshaw Advisors,redshawadvisors.com,ok,page names redshaw,https://redshawadvisors.com/
Redwheel,redwheel.com,ok,page names redwheel,https://www.redwheel.com/uk/en/institutional/
Redwood Capital Management,redwoodcap.com,ok,page names redwood,https://redwoodcap.com/
Refined Sugar Association,sugarassociation.co.uk,ok,page names refined/sugar/association,https://sugarassociation.co.uk/
Regen,regen.co.uk,ok,page names regen,https://www.regen.co.uk/
Reliance Industries,ril.com,ok,page names reliance/industries,https://www.ril.com/
Renewable Connections,renewableconnections.co.uk,ok,page names renewable/connections,https://renewableconnections.co.uk/
Renewable Energy Association,r-e-a.net,ok,page names association,https://www.r-e-a.net/
Renewable Energy Systems,res-group.com,ok,page names renewable,https://www.res-group.com/
RenewableUK,renewableuk.com,ok,page names renewableuk,https://www.renewableuk.com/
Repower,repower.com,ok,page names repower,https://www.repower.com/ch
Repsol,repsol.com,ok,page names repsol,https://www.repsol.com/es/index.cshtml
Research Affiliates,researchaffiliates.com,ok,page names research/affiliates,https://www.researchaffiliates.com/home
Respira International,respira-international.com,ok,page names respira,https://www.respira-international.com/
Revolut,revolut.com,ok,page names revolut,https://www.revolut.com/
RheinEnergie,rheinenergie.com,ok,page names rheinenergie,https://www.rheinenergie.com:443/
Ricardo,ricardo.com,ok,page names ricardo,https://www.ricardo.com/
Ridley Corporation,ridley.com.au,ok,page names ridley,https://www.ridley.com.au/
Rio Tinto,riotinto.com,ok,page names rio/tinto,https://www.riotinto.com/
Ripjar,ripjar.com,ok,page names ripjar,https://ripjar.com/
Robeco,robeco.com,ok,page names robeco,https://www.robeco.com/en-int/
Rocky Mountain Institute,rmi.org,ok,page names rmi,https://rmi.org/
Rokos Capital,rokoscapital.com,ok,page names rokos,https://www.rokoscapital.com
Roland Berger,rolandberger.com,ok,page names roland/berger,https://www.rolandberger.com/en/?country=GB
Romande Energie,romande-energie.ch,ok,page names romande/energie,https://www.romande-energie.ch/
Rontec,,ok,no domain claimed,
Root-Power,root-power.com,ok,page names root/power,https://www.root-power.com/
Roskill,crugroup.com,ok,page names crugroup,https://www.crugroup.com/en/
Rosneft,rosneft.com,ok,page names rosneft,https://rosneft.com/
Rothschild and Co,rothschildandco.com,ok,page names rothschild,https://www.rothschildandco.com/en-us/
Royal London Asset Management,rlam.com,ok,page names royal,https://www.rlam.com/
Rubicon Carbon,rubiconcarbon.com,ok,page names rubicon/carbon,https://rubiconcarbon.com/
Ruffer,ruffer.co.uk,ok,page names ruffer,https://www.ruffer.co.uk/
Rullion,rullion.co.uk,ok,page names rullion,https://www.rullion.co.uk/
Russell Reynolds Associates,russellreynolds.com,ok,page names russell/reynolds/associates,https://www.russellreynolds.com/en/
Ruubarb,ruubarb.com,ok,page names ruubarb,https://ruubarb.co/password
Rystad Energy,rystadenergy.com,ok,page names rystad,https://www.rystadenergy.com/
S-Oil,s-oil.com,ok,page names oil,https://s-oil.com/
S-RM,s-rminform.com,ok,page names s/rm,https://www.s-rminform.com/
SABIC,sabic.com,ok,page names sabic,https://www.sabic.com/en
SCOR,scor.com,ok,page names scor,https://www.scor.com/en
SEB,seb.se,ok,page names seb,https://seb.se/
SEFE Marketing and Trading,sefe-mt.com,ok,page names sefe,https://www.sefe.eu/en/
SEPS Slovakia,,ok,no domain claimed,
SGN,sgn.co.uk,ok,page names sgn,https://sgn.co.uk/
SGS,sgs.com,ok,page names sgs,https://www.sgs.com/en
SIX Group,six-group.com,ok,page names six,https://www.six-group.com/en/home.html
SK Energy,skenergy.com,ok,page names energy,https://www.skenergy.com/
SK Networks,sknetworks.co.kr,ok,page names networks,https://sknetworks.co.kr/
SLB,slb.com,ok,page names slb,https://www.slb.com/
SLC Agricola,slcagricola.com.br,ok,page names slc,https://www.slcagricola.com.br
SOCAR Trading,socartrading.com,ok,page names socar,https://socartrading.com/
SONI,soni.ltd.uk,ok,page names soni,https://www.soni.ltd.uk/
SP Angel,spangel.co.uk,ok,page names angel,https://www.spangel.co.uk/
SS and C Technologies,ssctech.com,ok,page names technologies,https://www.ssctech.com/
SSAB,ssab.com,ok,page names ssab,https://www.ssab.com/en
SSE,sse.com,ok,page names sse,https://www.sse.com/
SSE Renewables,sserenewables.com,ok,page names sse/renewables,https://www.sserenewables.com/
SSY,ssyonline.com,ok,page names ssy,https://www.ssyglobal.com/
STX Group,stxgroup.com,ok,page names stx,https://stxgroup.com/
SThree,,ok,no domain claimed,
Sachem Head Capital,sachemhead.com,ok,page names sachem/head,https://www.sachemhead.com/
Sahara Energy,,ok,no domain claimed,
Saipem,saipem.com,ok,page names saipem,https://www.saipem.com/en
Salzburg AG,salzburg-ag.at,ok,page names salzburg,https://www.salzburg-ag.at/
Salzgitter,salzgitter-ag.com,ok,page names salzgitter,https://www.salzgitter-ag.com/de/
Samsung C and T Trading,samsungcnt.com,ok,page names samsung,https://samsungcnt.com/index.do
Samsung Heavy Industries,,ok,no domain claimed,
Sandbar Asset Management,sandbaram.com,ok,page names sandbar,https://sandbaram.com/
Santander UK,santander.co.uk,ok,page names santander,https://www.santander.co.uk/
Santos,santos.com,ok,page names santos,https://www.santos.com/
Saras,saras.it,ok,page names saras,https://www.saras.it/en
Sarasin and Partners,sarasinandpartners.com,ok,page names sarasin,https://sarasinandpartners.com/
Sasol,sasol.com,ok,page names sasol,https://sasol.com/
Savannah Energy,savannah-energy.com,ok,page names savannah,https://www.savannah-energy.com/
Saxo Bank,home.saxo,ok,page names saxo,https://www.home.saxo/
Saybolt,corelab.com,ok,page names corelab,https://www.corelab.com/
Schroders,schroders.com,ok,page names schroders,https://www.schroders.com/en/global/individual/
Scila,scila.se,ok,page names scila,https://scila.se/
Scorpio Tankers,scorpiotankers.com,ok,page names scorpio/tankers,https://www.scorpiotankers.com/
Scotiabank,scotiabank.com,ok,page names scotiabank,https://www.scotiabank.com/global/en/global-site.html
Scoular,scoular.com,ok,page names scoular,https://www.scoular.com/
Sculptor Capital,sculptor.com,ok,page names sculptor,https://www.sculptor.com/
Sea Intelligence,sea-intelligence.com,ok,page names sea/intelligence,https://sea-intelligence.com/
Seaboard Corporation,seaboardcorp.com,ok,page names seaboard/seaboardcorp,https://www.seaboardcorp.com/
Seadrill,seadrill.com,ok,page names seadrill,https://www.seadrill.com/
Secretariat International,secretariat-intl.com,ok,page names secretariat,https://secretariat-intl.com/
Segantii Capital Management,segantii.com,ok,page names segantii,https://www.segantii.com/
Seilern Investment Management,seilerninvest.com,ok,page names seilern,https://www.seilernfunds.com/
Selwood Asset Management,selwoodam.com,ok,page names selwood,https://www.selwoodam.com/
Senken,senken.io,ok,page names senken,https://www.senken.io
Serica Energy,serica-energy.com,ok,page names serica,https://www.serica-energy.com
Sheffield Forgemasters,sheffieldforgemasters.com,ok,page names sheffield/forgemasters,https://www.sheffieldforgemasters.com/
Sheffield Haworth,sheffieldhaworth.com,ok,page names sheffield/haworth,https://www.sheffieldhaworth.com/
Shelf Drilling,shelfdrilling.com,ok,page names shelf/drilling,https://www.shelfdrilling.com/
Shell,shell.com,ok,page names shell,https://www.shell.com/
Shore Capital,shorecap.co.uk,ok,page names shore,https://www.shorecap.co.uk/
Sia Partners,sia-partners.com,ok,page names sia,https://www.sia-partners.com/en
Sibanye Stillwater,sibanyestillwater.com,ok,page names sibanye/stillwater,https://www.sibanyestillwater.com/
Siemens Energy,siemens-energy.com,ok,page names siemens,https://www.siemens-energy.com/global/en/home.html
Siemens Gamesa,siemensgamesa.com,ok,page names siemens/gamesa,https://www.siemensgamesa.com/global/en/home.html
Sigma Ratings,sigmaratings.com,ok,page names sigma/ratings,https://www.sigma360.com/
Signal Ocean,thesignalgroup.com,ok,page names signal/ocean,https://www.thesignalgroup.com/
Silchester International,silchester.com,ok,page names silchester,https://silchester.com/
Silver Point Capital,silverpointcapital.com,ok,page names silver/point,https://www.silverpointcapital.com
SimCorp,simcorp.com,ok,page names simcorp,https://www.simcorp.com/
Simplex Trading,simplextrading.com,ok,page names simplex,https://simplextrading.com/
Simpson Spence Young Futures,ssyonline.co.uk,ok,page names simpson/spence,https://www.ssyglobal.com/
Sindicatum,sindicatum.com,ok,page names sindicatum,https://sindicatum.com/
Sing Fuels,singfuels.com,ok,page names sing/fuels,https://singfuels.com/
Singapore Exchange,sgx.com,ok,page names singapore/exchange,https://www.sgx.com
Singer Capital Markets,singercm.com,ok,page names singer,https://www.singercm.com/
Skelleftea Kraft,skekraft.se,ok,page names kraft,https://www.skekraft.se/
Sloane Robinson,sloanerobinson.com,ok,page names sloane/robinson,https://sloanerobinson.com/
Slovnaft,slovnaft.sk,ok,page names slovnaft,https://slovnaft.sk/sk/
SmartestEnergy,smartestenergy.com,ok,page names smartestenergy,https://www.smartestenergy.com/en_US
So Energy,so.energy,ok,page names energy,https://www.so.energy/
Societe Generale,societegenerale.com,ok,page names societe/generale/societegenerale,https://www.societegenerale.com/fr
Sodrugestvo,sodrugestvo.com,ok,page names sodrugestvo,https://sodrugestvo.com/
Solvay,solvay.com,ok,page names solvay,https://www.solvay.com/en/
Sompo International,sompo-intl.com,ok,page names sompo,https://www.sompo.com:443/en-us
Sonatrach,sonatrach.dz,ok,page names sonatrach,https://sonatrach.com/en/
Sonnedix,sonnedix.com,ok,page names sonnedix,https://sonnedix.com/
Sonnen,sonnen.de,ok,page names sonnen,https://www.sonnen.de/
Sorgenia,sorgenia.it,ok,page names sorgenia,https://www.sorgenia.it/
Sosteneo,sosteneo.com,ok,page names sosteneo,https://sosteneo.com/
Sound Energy,soundenergyplc.com,ok,page names sound,https://www.soundenergyplc.com/
South Hook LNG,southhooklng.com,ok,page names south/hook/lng,https://www.southhooklng.com/
South Pole,southpole.com,ok,page names south/pole,https://www.southpole.com/
Southern Copper,,ok,no domain claimed,
Space Intelligence,space-intelligence.com,ok,page names space/intelligence,https://www.space-intelligence.com/
Sparebank 1 Markets,sb1markets.no,ok,page names sb1markets,https://www.sb1markets.no/
Sparrows Capital,sparrowscapital.com,ok,page names sparrows,https://sparrowscapital.com/
Sparta Commodities,spartacommodities.com,ok,page names sparta,https://www.spartacommodities.com/
Spencer Ogden,spencer-ogden.com,ok,page names spencer/ogden,https://www.spencer-ogden.com/
Spencer Stuart,spencerstuart.com,ok,page names spencer/stuart,https://www.spencerstuart.com/
Spire Global,spire.com,ok,page names spire,https://spire.com/
Spirit Energy,spirit-energy.com,ok,page names spirit,https://www.spirit-energy.com/
Springs Capital,springs-capital.com,ok,page names springs,https://springs-capital.com/
Sproule,sproule.com,ok,page names sproule,https://sproule-erce.com/
Squarepoint Capital,squarepoint-capital.com,ok,page names squarepoint,https://squarepoint-capital.com/
St Jamess Place,sjp.co.uk,ok,page names place,https://www.sjp.co.uk/
Stadtwerke Munchen,swm.de,ok,page names stadtwerke,https://www.swm.de/
Standard Bank,standardbank.com,ok,page names standard,https://www.standardbank.com/sbg/standard-bank-group
Standard Chartered,sc.com,ok,page names standard/chartered,https://www.sc.com/
Star Bulk Carriers,starbulk.com,ok,page names star/bulk,https://www.starbulk.com/
Starboard Value,starboardvalue.com,ok,page names starboard/value,https://www.starboardvalue.com/
Starling Bank,starlingbank.com,ok,page names starling,https://www.starlingbank.com
Starr Insurance,starrcompanies.com,ok,page names starr,https://starrcompanies.com/
State Bank of India,sbi.co.in,ok,page names state/india,https://sbi.bank.in/
State Street Global Advisors,ssga.com,ok,page names state/street,https://www.ssga.com/us/en
Statkraft,statkraft.com,ok,page names statkraft,https://www.statkraft.com/
Statkraft Markets,statkraft.de,ok,page names statkraft,https://www.statkraft.de/
Statnett,statnett.no,ok,page names statnett,https://www.statnett.no/
Steag,steag.com,ok,page names steag,https://www.steag-iqony-group.com/en/
Steeleye,steel-eye.com,ok,page names steeleye,https://www.steel-eye.com/
Stem Inc,stem.com,ok,page names stem,https://www.stem.com/
Stena Recycling,stenarecycling.com,ok,page names stena/recycling,https://www.stenarecycling.com/
Stifel,stifel.com,ok,page names stifel,https://www.stifel.com/
Stolt-Nielsen,stolt-nielsen.com,ok,page names stolt/nielsen,https://www.stolt-nielsen.com
Substantive Research,substantiveresearch.com,ok,page names substantive/research,https://substantiveresearch.com/
Sucafina,sucafina.com,ok,page names sucafina,https://sucafina.com/
Sucden,sucden.com,ok,page names sucden,https://www.sucden.com/en/
Sungrow,sungrowpower.com,ok,page names sungrow,https://www.sungrowpower.com/us/en
Sunrise Capital Partners,sunrisecapital.com,ok,page names sunrise,https://www.snrzcptl.com/
Supercritical,gosupercritical.com,ok,page names supercritical,https://gosupercritical.com/
Susi Partners,susi-partners.com,ok,page names susi,https://www.susi-partners.com/en/
Susquehanna,sig.com,ok,page names susquehanna,https://sig.com/
Sussex Partners,sussexpartners.com,ok,page names sussex,https://www.sussexpartners.com/
Svelland Capital,svelland.com,ok,page names svelland,https://www.svelland.com/
Svenska kraftnat,svk.se,ok,page names svenska,https://www.svk.se/
Sweco,sweco.com,ok,page names sweco,https://sweco.com/
Swedbank,swedbank.com,ok,page names swedbank,https://www.swedbank.com/
Swiss Re,swissre.com,ok,page names swiss,https://www.swissre.com/
Swissgrid,swissgrid.ch,ok,page names swissgrid,https://www.swissgrid.ch/en/home.html
Sylvera,sylvera.com,ok,page names sylvera,https://www.sylvera.com/
Symmetry Investments,symmetryinvestments.com,ok,page names symmetry,https://symmetryinvestments.com/
Symphony Communication,symphony.com,ok,page names symphony/communication,https://symphony.com/
Synthomer,synthomer.com,ok,page names synthomer,https://www.synthomer.com/
Systematica Investments,systematica.com,ok,page names systematica,https://systematica.com/
Systemiq,systemiq.earth,ok,page names systemiq,https://www.systemiq.earth/
T Rowe Price,troweprice.com,ok,page names rowe/price,https://www.troweprice.com/en/us
TC Energy,tcenergy.com,ok,page names energy,https://www.tcenergy.com/
TCI Fund Management,tcifund.com,ok,page names tci,https://www.tcifund.com/
TD Securities,tdsecurities.com,ok,page names securities,https://www.tdsecurities.com/ca/en
TMX Group,tmx.com,ok,page names tmx,https://tmx.com/
TORM,torm.com,ok,page names torm,https://torm.com/home/default.aspx
TP ICAP,tpicap.com,ok,page names icap,https://tpicap.com/tpicap/
TPG,tpg.com,ok,page names tpg,https://www.tpg.com/
TRM Labs,trmlabs.com,ok,page names trm/labs,https://www.trmlabs.com/
Tailwater Capital,tailwatercapital.com,ok,page names tailwater,https://tailwatercapital.com/
Talos,talos.com,ok,page names talos,https://www.talos.com/
Tamesis Partners,tamesispartners.com,ok,page names tamesis,https://www.tamesispartners.com/
Tamoil,tamoil.com,ok,page names tamoil,https://www.tamoil.com/
Tata Steel Europe,tatasteeleurope.com,ok,page names tata/steel,https://www.tatasteelnederland.com/en
Taula Capital,taulacapital.com,ok,page names taula,https://taulacapital.com/
Tauron,tauron.pl,ok,page names tauron,https://www.tauron.pl/dla-domu
Taylor Hopkinson,taylorhopkinson.com,ok,page names taylor/hopkinson,https://www.taylorhopkinson.com/
