name,domain,verdict,detail,final_url
Terega,terega.fr,ok,page names terega,https://www.terega.fr/
Tereos,tereos.com,ok,page names tereos,https://tereos.com/fr/
Terra Global Capital,terraglobalcapital.com,ok,page names terra,https://www.terraglobalcapital.com/
Teza Technologies,teza.com,ok,page names teza/technologies,https://www.teza.com/
The Renewables Infrastructure Group,trig-ltd.com,ok,page names renewables/infrastructure,https://www.trig-ltd.com/
Theleme Partners,thelemepartners.com,ok,page names theleme,https://thelemepartners.com/
Third Bridge,thirdbridge.com,ok,page names third/bridge,https://www.thirdbridge.com/en-us
Third Point,thirdpoint.com,ok,page names third/point,https://www.thirdpoint.com/
Thought Machine,thoughtmachine.net,ok,page names thought/machine,https://www.thoughtmachine.net/
Thrive Renewables,thriverenewables.co.uk,ok,page names thrive/renewables,https://www.thriverenewables.co.uk/
Thuga,thuega.de,ok,page names thuga,https://www.thuega.de/
Tiberius Group,tiberiusgroup.com,ok,page names tiberius,https://tiberiusgroup.com/
Tibra Capital,tibra.com,ok,page names tibra,https://www.tibra.com/
Tickmill,tickmill.com,ok,page names tickmill,https://www.tickmill.com
Tidewater Marine,tdw.com,ok,page names tidewater/marine,https://www.tdw.com/
Tidewater Shipbrokers,tidewater.co.uk,ok,page names tidewater,https://tidewater.co.uk/
Tikehau Capital,tikehaucapital.com,ok,page names tikehau,https://www.tikehaucapital.com/
Tiko Energy,tiko.energy,ok,page names tiko,https://tiko.ch/
Timera Energy,timera-energy.com,ok,page names timera,https://timera-energy.com/
Toepfer Transport,toepfer-transport.com,ok,page names toepfer/transport,https://toepfer-transport.com/
Torvald Klaveness,klaveness.com,ok,page names torvald/klaveness,https://www.klaveness.com/
Toscafund,toscafund.com,ok,page names toscafund,https://www.toscafund.com/
Total Gas and Power,totalenergies.uk,ok,page names total/gas,https://totalenergies.co.uk/
Total Trading Asia,totalenergies.sg,ok,page names total/asia,https://totalenergies.sg/
TotalEnergies,totalenergies.com,ok,page names totalenergies,https://totalenergies.com/
Touchstone Exploration,touchstoneexploration.com,ok,page names touchstone/exploration,https://www.touchstoneexploration.com/
Touton,touton.com,ok,page names touton,https://touton.com/
Tower Research Capital,tower-research.com,ok,page names tower/research,https://tower-research.com/
Tower Resources,towerresources.co.uk,ok,page names tower,https://www.towerresources.co.uk/
Tractebel,tractebel-engie.com,ok,page names tractebel,https://tractebel-engie.com/
Trade and Development Bank,tdbgroup.org,ok,page names trade/development,https://www.tdbgroup.org/
TradeWinds,tradewindsnews.com,ok,page names tradewinds,https://www.tradewindsnews.com/?zephr_sso_ott=8jefjB
Tradebot Systems,tradebot.com,ok,page names tradebot/systems,https://www.tradebot.com/
Tradeweb,tradeweb.com,ok,page names tradeweb,https://www.tradeweb.com/
Trading Technologies,tradingtechnologies.com,ok,page names technologies,https://tradingtechnologies.com/
Tradition,tradition.com,ok,page names tradition,https://tradition.com/
Trafigura,trafigura.com,ok,page names trafigura,https://www.trafigura.com/
Trammo,trammo.com,ok,page names trammo,https://www.trammo.com/
Transamine,transamine.com,ok,page names transamine,https://transamine.com/
Transelectrica,transelectrica.ro,ok,page names transelectrica,https://transelectrica.ro/
Transgaz,transgaz.ro,ok,page names transgaz,https://transgaz.ro/
Transmarket Group,transmarketgroup.com,ok,page names transmarket,https://www.transmarketgroup.com/
TransnetBW,transnetbw.de,ok,page names transnetbw,https://www.transnetbw.de/de
Transocean,deepwater.com,ok,page names transocean,https://deepwater.com/
Transtrend,transtrend.com,ok,page names transtrend,https://www.transtrend.com/en/
Traxys,traxys.com,ok,page names traxys,https://www.traxys.com/
Trayport,trayport.com,ok,page names trayport,https://trayport.com/
Treeconomy,treeconomy.co,ok,page names treeconomy,https://www.treeconomy.co/
Trian Partners,trianpartners.com,ok,page names trian,https://trianpartners.com/
Trianel,trianel.com,ok,page names trianel,https://www.trianel.com/
Tricon Energy,triconenergy.com,ok,page names tricon,https://www.triconenergy.com/
Trinseo,trinseo.com,ok,page names trinseo,https://www.trinseo.com/
Triodos Bank,triodos.co.uk,ok,page names triodos,https://www.triodos.co.uk/
Troy Asset Management,taml.co.uk,ok,page names troy,https://www.taml.co.uk/
TrueLayer,truelayer.com,ok,page names truelayer,https://truelayer.com/
Tsakos Energy Navigation,tenn.gr,ok,page names tsakos/navigation,https://www.tenn.gr/
Tudor Investment,tudor.com,ok,page names tudor,https://www.tudor.com/
Turku Energia,turkuenergia.fi,ok,page names turku/energia,https://www.turkuenergia.fi/
Turner Pope,turnerpope.com,ok,page names turner/pope,https://www.turnerpope.com/
Two Sigma,twosigma.com,ok,page names two/sigma,https://www.twosigma.com/
Tyrus Capital,tyruscapital.com,ok,page names tyrus,https://www.tyruscap.com/
UK Petroleum Industry Association,ukpia.com,ok,page names industry,https://fuelsindustryuk.org
US Solar Fund,ussolarfund.co.uk,ok,page names solar/fund,https://www.ussolarfund.co.uk/
Umicore,umicore.com,ok,page names umicore,https://www.umicore.com/en/
UniCredit,unicredit.eu,ok,page names unicredit,https://www.unicreditgroup.eu/en.html
Unigestion,unigestion.com,ok,page names unigestion,https://unigestion.com/
Union Jack Oil,unionjackoil.com,ok,page names union/jack/oil,https://unionjackoil.com/
United Bank for Africa,ubagroup.com,ok,page names africa,https://www.ubagroup.com/
Uphold,uphold.com,ok,page names uphold,https://uphold.com/en-us
Upstream Online,upstreamonline.com,ok,page names upstream/online,https://www.upstreamonline.com/?zephr_sso_ott=k5Duf9
Ursa Space Systems,ursaspace.com,ok,page names ursa/space/systems,https://ursaspace.com/
Utilita,utilita.co.uk,ok,page names utilita,https://utilita.co.uk/
VPI,vpi-i.com,ok,page names vpi,https://vpi.energy/
VPS Veritas Petroleum,v-p-s.com,ok,page names vps,https://v-p-s.com/
VSA Capital,vsacapital.com,ok,page names vsa,https://www.vsacapital.com/
Vale,vale.com,ok,page names vale,https://vale.com/
Valero,valero.com,ok,page names valero,https://www.valero.com/
Valero UK,valero.co.uk,ok,page names valero,https://www.valero.com/UK
Valeura Energy,valeuraenergy.com,ok,page names valeura,https://www.valeuraenergy.com/
Valkyrie Trading,valkyrietrading.com,ok,page names valkyrie,https://www.valkyrietrading.com/
Valour,valour.com,ok,page names valour,https://www.valour.com/en
ValueAct Capital,valueact.com,ok,page names valueact,https://valueact.com/
Van Lanschot Kempen,vanlanschotkempen.com,ok,page names van/lanschot/kempen,https://www.vanlanschotkempen.com/en-nl
Vanda Insight,vandainsights.com,ok,page names vanda/insight,https://vandainsights.com/
Vantage Drilling,vantagedrilling.com,ok,page names vantage/drilling,https://vantagedrilling.com/
Var Energi,varenergi.no,ok,page names energi,https://varenergi.no/
Vatic Investments,vaticlabs.com,ok,page names vatic,https://www.vaticlabs.ai/
Vattenfall,vattenfall.com,ok,page names vattenfall,https://group.vattenfall.com
Vattenfall Energy Trading,vattenfall.de,ok,page names vattenfall,https://www.vattenfall.de/
Vattenfall Nordic,vattenfall.se,ok,page names vattenfall,https://www.vattenfall.se/
Vedanta Resources,vedantaresources.com,ok,page names vedanta,https://vedantaresources.com/
Velocys,velocys.com,ok,page names velocys,https://velocys.com/
Venture Global,venturegloballng.com,ok,page names venture,https://ventureglobal.com
Verbio,verbio.de,ok,page names verbio,https://www.verbio.de/
Verbund,verbund.com,ok,page names verbund,https://www.verbund.com/en
Verbund Trading,verbund.at,ok,page names verbund,https://www.verbund.com/de/privat
Verisk,verisk.com,ok,page names verisk,https://www.verisk.com/en-gb
Veritas Asset Management,vamllp.com,ok,page names veritas,https://www.vamllp.com/
Verition,verition.com,ok,page names verition,https://www.verition.com/
Verra,verra.org,ok,page names verra,https://verra.org/
Vertex Energy,vertexenergy.com,ok,page names vertex,https://vertexenergy.com/
Vertis Environmental Finance,vertis.com,ok,page names vertis/environmental,https://vertis.com/
Veson Nautical,veson.com,ok,page names veson/nautical,https://veson.com/
VesselsValue,vesselsvalue.com,ok,page names vesselsvalue,https://www.vesselsvalue.com/
Vestas,vestas.com,ok,page names vestas,https://www.vestas.com/en
Veyt,veyt.com,ok,page names veyt,https://veyt.com/
Vicentin,vicentin.com.ar,ok,page names vicentin,https://vicentin.com.ar/
Vinmar International,vinmar.com,ok,page names vinmar,https://www.vinmar.com/
Viridor,viridor.co.uk,ok,page names viridor,https://viridor.co.uk/
Virtu ITG,virtu.com,ok,page names virtu,https://www.virtu.com/
Viterra,viterra.com,ok,page names viterra,https://www.viterra.com/
Vitol,vitol.com,ok,page names vitol,https://www.vitol.com/
Vitruvian Partners,vitruvianpartners.com,ok,page names vitruvian,https://www.vitruvianpartners.com/
Viva Energy,vivaenergy.com.au,ok,page names viva,https://www.vivaenergy.com.au/
Vivid Economics,vivideconomics.com,ok,page names vivid/economics,https://vivideconomics.com/
Vivienne Court,viviennecourt.com,ok,page names vivienne/court,https://viviennecourt.com/
Vivo Energy,vivoenergy.com,ok,page names vivo,https://www.vivoenergy.com/en
Voestalpine,voestalpine.com,ok,page names voestalpine,https://www.voestalpine.com/group/en/
Volant Trading,volanttrading.com,ok,page names volant,https://volanttrading.com/
Volcafe,volcafe.com,ok,page names volcafe,https://www.volcafe.com/
Volcafe Specialty,volcafespecialty.com,ok,page names volcafe/specialty,https://www.volcafe.com/network/volcafe-north-america
Voleon Group,voleon.com,ok,page names voleon,https://voleon.com/
Voltus,voltus.co,ok,page names voltus,https://www.voltus.co/
Volue,volue.com,ok,page names volue,https://www.volue.com/
Vopak,vopak.com,ok,page names vopak,https://www.vopak.com/
Vortexa,vortexa.com,ok,page names vortexa,https://www.vortexa.com/
Voya Investment Management,voyainvestments.com,ok,page names voya,https://investments.voya.com/
WH Ireland,whirelandplc.com,ok,page names ireland,https://www.whirelandplc.com/
WH Trading,whtrading.com,ok,page names trading,https://whtrading.com/
Wales and West Utilities,wwutilities.co.uk,ok,page names wales/west/utilities,https://www.wwutilities.co.uk/
Walleye Capital,walleyecapital.com,ok,page names walleye,https://walleyecapital.com/
Warburg Pincus,warburgpincus.com,ok,page names warburg/pincus,https://warburgpincus.com/
Warsaw Stock Exchange,gpw.pl,ok,page names gpw,https://www.gpw.pl/
Wartsila Energy Storage,wartsila.com,ok,page names wartsila,https://www.wartsila.com/
Watson Fuels,watsonfuels.co.uk,ok,page names watson/fuels,https://watsonfuels.co.uk/
Watt-Logic,watt-logic.com,ok,page names watt/logic,https://watt-logic.com/
Wave Digital Assets,wavedigitalassets.com,ok,page names wave/digital/assets,https://wavegp.com/
Weatherbys Private Bank,weatherbys.bank,ok,page names weatherbys/private,https://www.weatherbys.bank/
Weber Shipbroking,crweber.com,ok,page names weber,https://crweber.com/
Welligence,welligence.com,ok,page names welligence,https://welligence.com/
Wellington Management,wellington.com,ok,page names wellington,https://www.wellington.com/en
Welton Investment Partners,welton.com,ok,page names welton,https://www.welton.com/
Westbeck Capital,westbeckcapital.com,ok,page names westbeck,https://westbeckcapital.com/
Western Asset Management,westernasset.com,ok,page names western,https://www.westernasset.com/us/en/
Western Bulk,westernbulk.com,ok,page names western/bulk,https://www.westernbulk.com/
Westpac,westpac.com.au,ok,page names westpac,https://www.westpac.com.au/
Westwood Global Energy,westwoodenergy.com,ok,page names westwood,https://www.westwoodenergy.com/
Wheaton Precious Metals,wheatonpm.com,ok,page names wheaton/precious/metals,https://wheatonpm.com/overview/default.aspx
Whitebox Advisors,whiteboxadvisors.com,ok,page names whitebox,https://whiteboxadvisors.com/
Whitney Partners,whitneypartners.com,ok,page names whitney,https://www.whitneypartners.com/
Wien Energie,wienenergie.at,ok,page names wien/energie,https://www.wienenergie.at/
Wilder Carbon,,ok,no domain claimed,
Wildlife Works,wildlifeworks.com,ok,page names wildlife/works,https://www.wildlifeworks.com/
Williams Companies,williams.com,ok,page names williams/companies,https://www.williams.com/
Willowbridge Associates,willowbridge.com,ok,page names willowbridge/associates,https://willowbridge.com/
Wincent,wincent.co,ok,page names wincent,https://www.wincent.com
Windel Energy,windelenergy.co.uk,ok,page names windel,https://www.windelenergy.co.uk/
Windward,windward.ai,ok,page names windward,https://windward.ai/
Wintermute,wintermute.com,ok,page names wintermute,https://www.wintermute.com/
Wintershall Dea,wintershalldea.com,ok,page names wintershall/dea,https://wintershalldea.de/en
Winton,winton.com,ok,page names winton,https://www.winton.com/
Wise,wise.com,ok,page names wise,https://wise.com/
With Intelligence,withintelligence.com,ok,page names intelligence,https://www.withintelligence.com/
Wogen Resources,wogen.com,ok,page names wogen,https://www.wogen.com/
Wood Mackenzie,woodmac.com,ok,page names wood/mackenzie,https://www.woodmac.com/
Wood Thilsted,woodthilsted.com,ok,page names wood/thilsted,https://woodthilsted.com/
Woodside Energy,woodside.com,ok,page names woodside,https://www.woodside.com/
World Fuel Services,wfscorp.com,ok,page names world/fuel,https://www.world-kinect.com/world-fuel
World Kinect,world-kinect.com,ok,page names world/kinect,https://www.world-kinect.com/
World Steel Association,worldsteel.org,ok,page names world/steel/association,https://worldsteel.org/
Worley,worley.com,ok,page names worley,https://www.worley.com/
XPS Pensions,xpsgroup.com,ok,page names xps/pensions,https://www.xpsgroup.com/
XR Trading,xrtrading.com,ok,page names trading,https://xrtrading.com/
XTB,xtb.com,ok,page names xtb,https://www.xtb.com/en
XTX Markets,xtxmarkets.com,ok,page names xtx,https://www.xtxmarkets.com/
Xclusiv Shipbrokers,xclusiv.gr,ok,page names xclusiv/shipbrokers,https://xclusiv.gr/
Xeneta,xeneta.com,ok,page names xeneta,https://www.xeneta.com/
Xlinks,xlinks.co,ok,page names xlinks,https://xlinks.co/
Xodus Group,xodusgroup.com,ok,page names xodus,https://www.xodusgroup.com/
Xpansiv,xpansiv.com,ok,page names xpansiv,https://www.xpansiv.com/
YPF,ypf.com,ok,page names ypf,https://ypf.com/
YouGov,yougov.co.uk,ok,page names yougov,https://yougov.com/en-gb/
Yu Energy,yuenergy.co.uk,ok,page names energy/yuenergy,https://www.yuenergy.co.uk/
Z Energy,z.co.nz,ok,page names energy,https://www.z.co.nz:443/
Zadig Asset Management,zadigam.com,ok,page names zadig,https://www.zadigfunds.com/
Zapmap,zap-map.com,ok,page names zapmap,https://www.zapmap.com
Zebedee Capital Partners,zebedeecapital.com,ok,page names zebedee,https://www.zebedeecapital.com/
Zenith Bank,,ok,no domain claimed,
Zenith Energy,zenithenergy.com,ok,page names zenith,https://zenithenergy.com/
Zennor Asset Management,zennorassetmanagement.com,ok,page names zennor,https://zennorassetmanagement.com/
Zenobe,zenobe.com,ok,page names zenobe,https://www.zenobe.com/
Zephyr Energy,zephyrplc.com,ok,page names zephyr,https://www.zephyrplc.com/
Zero Emissions Traders Alliance,zeta-alliance.org,ok,page names alliance,https://zeta-alliance.org/
Zeromission,zeromission.se,ok,page names zeromission,https://zeromission.se/en/
Zeus Capital,zeuscapital.co.uk,ok,page names zeus,https://zeuscapital.co.uk/
Zodia Markets,zodia-markets.com,ok,page names zodia,https://zodiamarkets.com/
Zurich Insurance,zurich.com,ok,page names zurich/insurance,https://www.zurich.com/
b-next,b-next.com,ok,page names next,https://www.b-next.com/
bfinance,bfinance.com,ok,page names bfinance,https://www.bfinance.com/
eVestment,evestment.com,ok,page names evestment,https://www.nasdaq.com/solutions/evestment
ofi,ofi.com,ok,page names ofi,https://www.ofi.com/en-us
Advanced Infrastructure,advancedinfrastructure.io,thin,"reachable, page says little",https://advancedinfrastructure.io/
Aegean Bunkering,aegeanbunkering.com,thin,"reachable, page says little",https://aegeanbunkering.com/
Amber Infrastructure Group,amberinfra.com,thin,"reachable, page says little",https://amberinfra.com/
Aurelius Capital,aureliuscapital.com,thin,"reachable, page says little",https://aureliuscapital.com/
B3 Brasil Bolsa,b3.com.br,thin,"reachable, page says little",https://b3.com.br/
Baker Hughes,bakerhughes.com,thin,"reachable, page says little",https://www.bakerhughes.com/
Balance Power,balancepower.co.uk,thin,"reachable, page says little",https://balancepower.co.uk/
Baltic Exchange,balticexchange.com,thin,"reachable, page says little",https://www.balticexchange.com/
Bapco Trading,bapcotrading.com,thin,"reachable, page says little",https://bapcotrading.com/
Baron Oil,baronoil.com,thin,"reachable, page says little",https://baronoil.com/
Bazan Group,bazan.co.il,thin,"reachable, page says little",https://www.bazan.co.il/
Bitstamp,bitstamp.net,thin,"reachable, page says little",https://www.bitstamp.net/
Blenheim Underwriting,blenheimunderwriting.com,thin,"reachable, page says little",https://blenheimunderwriting.com/
Brandywine Global,brandywineglobal.com,thin,"reachable, page says little",https://www.brandywineglobal.com/
Bulb Energy,bulb.co.uk,thin,"reachable, page says little",https://bulb.co.uk/
Carbon Growth Partners,carbongrowthpartners.com,thin,"reachable, page says little",https://carbongrowthpartners.com/
Cboe Clear Europe,cboeclear.com,thin,"reachable, page says little",https://cboeclear.com/
Chilton Investment Company,chiltoninvestment.com,thin,"reachable, page says little",https://chiltoninvestment.com/
Cockett Marine Oil,cockettgroup.com,thin,"reachable, page says little",https://cockettgroup.com/
Cornhill Capital,cornhillcapital.com,thin,"reachable, page says little",https://cornhillcapital.com/
EG Group,eg-group.com,thin,"reachable, page says little",https://eg-group.com/
Emerald Energy,emeraldenergy.com,thin,"reachable, page says little",https://emeraldenergy.com/
Engineers Gate,engineersgate.com,thin,"reachable, page says little",https://engineersgate.com/
Falcon X Europe,falconx.co.uk,thin,"reachable, page says little",https://falconx.co.uk/
Form3,form3.tech,thin,"reachable, page says little",https://form3.tech/
Freepoint Eco-Systems,freepointeco.com,thin,"reachable, page says little",https://freepointeco.com/
GP Global,gp-global.com,thin,"reachable, page says little",https://gp-global.com/
Genchart,genchart.com,thin,"reachable, page says little",https://genchart.com/
Geneva Trading,gtrading.com,thin,"reachable, page says little",https://gtrading.com/
Gerald Group,geraldgroup.com,thin,"reachable, page says little",https://geraldgroup.com/
Himalaya Shipping,himalayashipping.com,thin,"reachable, page says little",https://himalayashipping.com/
Irenic Capital,ireniccapital.com,thin,"reachable, page says little",https://ireniccapital.com/
KBC Group,kbc.com,thin,"reachable, page says little",https://www.kbc.com/en.html
Kayrros Energy,kayrros.co.uk,thin,"reachable, page says little",https://kayrros.co.uk/en-gb
LX International,lxinternational.com,thin,"reachable, page says little",https://lxinternational.com/
Lancashire Holdings,lancashiregroup.com,thin,"reachable, page says little",https://www.lancashiregroup.com/
Landsnet,landsnet.is,thin,"reachable, page says little",https://landsnet.is/
Marble Bar Asset Management,mbam.com,thin,"reachable, page says little",https://mbam.com/
Marks Sattin,markssattin.co.uk,thin,"reachable, page says little",https://markssattin.co.uk/
Millennium Energy,millenniumenergy.com,thin,"reachable, page says little",https://millenniumenergy.com/
Mitsui and Co Europe,mitsui.eu,thin,"reachable, page says little",https://mitsui.eu/en-gb
Neas Energy,neas.com,thin,"reachable, page says little",https://neas.com/
Nexus Underwriting,nexusunderwriting.com,thin,"reachable, page says little",https://www.nexusunderwriting.com/
Nico Trading,nicotrading.com,thin,"reachable, page says little",https://nicotrading.com/
Performance Shipping,performanceshipping.com,thin,"reachable, page says little",https://performanceshipping.com/
Petraco Oil,petraco.com,thin,"reachable, page says little",https://petraco.com/
Posco International,poscointl.com,thin,"reachable, page says little",https://www.poscointl.com/
Qatar National Bank,qnb.com,thin,"reachable, page says little",https://qnb.com/
Red Deer,reddeer.io,thin,"reachable, page says little",https://reddeer.io/
Refinitiv Eikon,eikon.refinitiv.com,thin,"reachable, page says little",https://eikon.refinitiv.com/
Ridgewind,ridgewind.com,thin,"reachable, page says little",https://ridgewind.com/
Ripple Energy,rippleenergy.com,thin,"reachable, page says little",https://rippleenergy.com/
Sea-Change Green Link,seachange.energy,thin,"reachable, page says little",https://seachange.energy/
Seascope Shipbroking,seascope.co.uk,thin,"reachable, page says little",https://seascope.co.uk/
Sims Metal,simsmetalmanagement.com,thin,"reachable, page says little",https://simsmetalmanagement.com/
Sona Asset Management,sonaam.com,thin,"reachable, page says little",https://sonaam.com/
Subsea 7,subsea7.com,thin,"reachable, page says little",https://www.subsea7.com/
Sucden Financial Metals,sucfin.com,thin,"reachable, page says little",https://sucfin.com/
Tagenergy,tagenergy.com,thin,"reachable, page says little",https://tagenergy.com/
Tiwag,tiwag.at,thin,"reachable, page says little",https://www.tiwag.at/
Tomato Energy,tomato.energy,thin,"reachable, page says little",https://www.tomato.energy:443/
Vantage RE,vantagere.com,thin,"reachable, page says little",https://vantagere.com/
Wacker Chemie,wacker.com,thin,"reachable, page says little",https://www.wacker.com/
Zen-Noh Grain,zengrain.com,thin,"reachable, page says little",https://zengrain.com/
ABG Sundal Collier,abgsc.com,unreachable,no response,
AOT Trading,aot.trading,unreachable,no response,
Abraham Trading Company,abrahamtrading.com,unreachable,no response,
Acciona Energia,acciona-energia.com,unreachable,no response,
Adelphi Capital,adelphicapital.com,unreachable,no response,
Advanced Shipping and Trading,advancedshipping.gr,unreachable,no response,
Afry Sweden,afry.se,unreachable,no response,
Agritrade International,agritrade.com.sg,unreachable,no response,
Al Ghurair Resources,alghurairresources.com,unreachable,no response,
Alight,alightenergy.com,unreachable,no response,
Alken Asset Management,alkenam.com,unreachable,no response,
Allianz Global Investors,allianzgi.com,unreachable,no response,
Allston Trading,allstontrading.com,unreachable,no response,
Alpha Marine Fuels,alphamarinefuels.com,unreachable,no response,
Alpiq Trading,alpiq.co.uk,unreachable,no response,
Alvarez and Marsal,alvarezandmarsal.com,unreachable,no response,
Amati Global Investors,amatiglobal.com,unreachable,no response,
Amber Capital,ambercapital.com,unreachable,no response,
Ancoa,ancoa.com,unreachable,no response,
Antofagasta,antofagasta.co.uk,unreachable,no response,
Apatura,apatura.com,unreachable,no response,
Apollo Underwriting,apolloakg.com,unreachable,no response,
Ardian,ardian.com,unreachable,no response,
Argor-Heraeus,argor.com,unreachable,no response,
Arrow Shipbroking,arrowshipbroking.com,unreachable,no response,
Ashmore Group,ashmoregroup.com,unreachable,no response,
Association for Decentralised Energy,theade.co.uk,unreachable,no response,
Astaris Capital Management,astariscapital.com,unreachable,no response,
Astute Technical Recruitment,astutetechnical.co.uk,unreachable,no response,
Atrato Onsite Energy,atratoonsiteenergy.com,unreachable,no response,
Augusta Energy,augustaenergy.com,unreachable,no response,
Aurubis UK,aurubis.co.uk,unreachable,no response,
Avance Gas,avancegas.com,unreachable,no response,
Avenue Capital Group,avenuecapital.com,unreachable,no response,
Awilco LNG,awilcolng.com,unreachable,no response,
Axpo UK,axpo.co.uk,unreachable,no response,
BRS Shipbrokers,brsbrokers.com,unreachable,no response,
Baird and Co,goldline.co.uk,unreachable,no response,
Banchero Costa,bancosta.com,unreachable,no response,
Bank of China,boc.cn,unreachable,no response,
Baringa Australia,baringa.com.au,unreachable,no response,
Baronsmead,gresham.house,unreachable,no response,
Bartlett and Company,bartlettandcompany.com,unreachable,no response,
Beach Point Capital,beachpointcapital.com,unreachable,no response,
Beat Capital Partners,beatcapitalpartners.com,unreachable,no response,
Bitfinex Securities,bitfinexsecurities.com,unreachable,no response,
Bitstamp Europe,bitstamp.co.uk,unreachable,no response,
Blue Ocean Bunkering,blueoceanbunkering.com,unreachable,no response,
Bluefin Trading,bluefintrading.com,unreachable,no response,
Bluewater Energy,bluewater-partners.com,unreachable,no response,
Bodenholm Capital,bodenholm.com,unreachable,no response,
Bomin,bomin.com,unreachable,no response,
Boussard and Gavaudan,bgam-fr.com,unreachable,no response,
Braemar Technical Services,braemartechnical.com,unreachable,no response,
Braskem,braskem.com.br,unreachable,no response,
Bridgewater Europe,bridgewater-europe.com,unreachable,no response,
Bybrook Capital,bybrookcapital.com,unreachable,no response,
CEZ Trading,cez.com,unreachable,no response,
CICC,cicc.com,unreachable,no response,
CITIC Securities,citics.com,unreachable,no response,
CNOOC,cnoocltd.com,unreachable,no response,
CNOOC Trading,cnoocinternational.com,unreachable,no response,
Capital Gas,capitalgascorp.com,unreachable,no response,
Carbon Limiting Technologies,ctlimited.co.uk,unreachable,no response,
Carrhae Capital,carrhaecapital.com,unreachable,no response,
Castleton Commodities Trading,cci.co.uk,unreachable,no response,
Celanese,celanese.com,unreachable,no response,
Chelverton Equity Partners,chelvertonequity.com,unreachable,no response,
Chemoil Adani,chemoiladani.com,unreachable,http 404,
Chimbusco,chimbusco.com.cn,unreachable,no response,
China Construction Bank,ccb.com,unreachable,no response,
Chinaoil Hong Kong,chinaoilhk.com,unreachable,no response,
Chiyoda,chiyodacorp.com,unreachable,no response,
Clariant Sunliquid,clariant.co.uk,unreachable,no response,
Coast Capital,coastcapital.com,unreachable,no response,
Cockett Group Asia,cockettgroup.sg,unreachable,no response,
Cofco Agri,cofcoagri.com,unreachable,no response,
Coinbase Institutional,coinbase.co.uk,unreachable,no response,
Coltrane Asset Management,coltraneam.com,unreachable,no response,
Commodity Appointments,commodityappointments.com,unreachable,no response,
Concord Energy,concord-energy.com,unreachable,no response,
Consolidated Marine Management,cmm.gr,unreachable,no response,
Consolidated Trading,consolidatedtrading.com,unreachable,no response,
Constantine Energy Storage,constantine-energy.com,unreachable,no response,
Control Risks,controlrisks.com,unreachable,no response,
Coopman Search,coopmansearch.com,unreachable,no response,
Coral Energy,coralenergy.ae,unreachable,no response,
Coriolis Energy,coriolisenergy.com,unreachable,no response,
Corvex Management,corvexcap.com,unreachable,no response,
Cosmo Oil,cosmo-oil.co.jp,unreachable,no response,
Credit Agricole CIB,ca-cib.com,unreachable,no response,
Creos,creos-net.lu,unreachable,http 404,
DTCC,dtcc.com,unreachable,no response,
DTCC Report Hub,dtcc.com/repository-otc-data,unreachable,no response,
Da Vinci Derivatives,davinciderivatives.com,unreachable,no response,
Daewoo Shipbuilding,hanwhaocean.com,unreachable,no response,
Daiwa Capital Markets,daiwacm.com,unreachable,no response,
Dalian Commodity Exchange,dce.com.cn,unreachable,no response,
Derichebourg,derichebourg.com,unreachable,no response,
Diameter Capital Partners,diameterpartners.com,unreachable,no response,
Discovery Capital Management,discoverycapital.com,unreachable,no response,
Downing Renewables,downingrenewables.com,unreachable,no response,
Downing Strategic,downingstrategic.com,unreachable,no response,
Drewry Maritime,drewry.co.uk,unreachable,no response,
Dymon Asia Capital,dymonasia.com,unreachable,no response,
Dynagas,dynagaspartners.com,unreachable,no response,
EDF Trading,edftrading.com,unreachable,no response,
Eagle Point Credit,eaglepointcreditmanagement.com,unreachable,no response,
Eastport Maritime,eastportmaritime.com,unreachable,no response,
Ecomar Energy Solutions,ecomarenergy.com,unreachable,no response,
Econergy,econergy.com,unreachable,no response,
Ecora Resources,ecoraresources.com,unreachable,no response,
Edmond de Rothschild,edmond-de-rothschild.com,unreachable,no response,
Egg Energy,eggenergy.co.uk,unreachable,no response,
Eisler Capital,eislercapital.com,unreachable,no response,
Electricity Settlements Company,lowcarboncontracts.uk/esc,unreachable,http 404,
Elgin Energy,elgin.energy,unreachable,no response,
Endeavour Mining,endeavourmining.com,unreachable,no response,
Enel Romania,enel.ro,unreachable,no response,
Energy Aspects Research,energyaspects.co.uk,unreachable,no response,
Energy Charter Secretariat,energycharter.org,unreachable,no response,
EnergyQuote JHA,energyquotejha.com,unreachable,no response,
Engelhart Commodities,engelhartct.com,unreachable,no response,
Entrix,entrix.com,unreachable,no response,
Epic Gas,epic-gas.com,unreachable,no response,
Euromoney,euromoney.com,unreachable,no response,
Evergreen Marine,evergreen-marine.com,unreachable,no response,
Export Trading Group,etgworld.co.uk,unreachable,no response,
FIS,fisglobal.com,unreachable,no response,
Falck Renewables,falckrenewables.com,unreachable,http 410,
Fir Tree Partners,firtreepartners.com,unreachable,no response,
First Sentier Investors,firstsentierinvestors.com,unreachable,no response,
Fiske,fiskeplc.com,unreachable,no response,
Foresight Solar Fund,foresightsolarfund.com,unreachable,no response,
Formosa Petrochemical,fpcc.com.tw,unreachable,no response,
Fortum,fortum.com,unreachable,no response,
Fortum Trading,fortum.fi,unreachable,no response,
Fram Search,framsearch.co.uk,unreachable,no response,
Fresnillo,fresnilloplc.com,unreachable,no response,
Frontier Economics,frontier-economics.com,unreachable,no response,
